nid,label
119774,32
12710,2
119775,16
119776,16
119777,16
12740,24
119779,16
12743,8
12747,28
119780,16
12748,16
12750,16
12751,4
12752,16
119781,16
12754,4
12755,16
119782,28
12757,16
12758,24
12759,16
12760,16
12761,4
12762,24
12763,24
119783,28
12764,20
12765,16
119784,2
12767,24
12768,16
12769,24
119785,16
12770,16
12771,22
12773,4
12774,5
12775,16
119786,13
12778,16
12779,16
12780,16
12781,8
12782,24
12783,24
12784,28
12785,34
12786,16
12787,28
12788,24
12789,9
12790,10
12791,24
12792,13
12793,5
12794,28
119789,28
12795,24
12796,4
12797,16
12798,10
119790,9
12799,24
12800,24
12801,31
12802,16
12803,28
12804,24
12805,23
12806,27
12807,16
12808,5
12809,24
119791,2
12811,16
12812,24
12813,26
12814,24
119792,5
119793,20
12816,16
12817,24
12818,16
12819,32
12820,24
12821,8
12822,24
12823,16
12824,16
12825,2
12826,4
12827,26
12828,24
12829,16
12830,2
12831,2
12832,2
12833,16
12834,24
12835,16
12836,16
12837,24
12838,2
12839,16
119795,28
12841,24
12842,16
12843,24
12844,5
12845,24
12846,4
119796,28
12847,16
12848,24
12849,16
12850,32
12851,16
12852,28
12853,24
12854,16
12855,16
12856,10
12857,24
12858,19
12859,28
12860,24
12861,10
12862,16
12863,24
12864,22
12865,20
12866,10
12867,28
12868,28
12869,28
12870,26
12871,28
12872,2
12873,28
12874,28
12875,4
119803,22
12877,2
12878,28
12879,24
12880,2
12881,16
12882,23
119804,28
12883,8
12884,16
12885,2
12886,27
12887,20
12888,10
12889,10
12890,24
12891,24
12892,3
12893,16
12894,4
12895,16
12896,28
12897,28
12898,10
12899,5
12900,4
12901,26
12902,32
12903,28
12904,34
12905,27
12906,3
12907,28
12908,33
119809,5
12909,4
12910,28
12911,16
12912,26
12913,28
12914,26
12915,24
12916,8
12917,23
119811,16
12919,10
12920,27
12921,16
12922,16
12923,19
12924,31
12925,10
119812,34
12926,16
12927,27
12928,24
12929,4
12930,10
12931,9
12932,24
12933,16
12934,4
119814,16
12935,2
12936,10
12937,20
12938,20
12939,28
12940,26
119816,16
12941,24
12942,24
12943,20
12944,9
12945,27
12946,10
12947,28
12948,16
12949,27
12950,16
122452,9
12951,28
12952,16
12953,24
12954,16
12955,19
12956,10
12957,26
12958,24
12959,20
12960,2
12961,16
12962,16
12963,28
12964,19
12965,4
12966,26
12967,26
12968,26
12969,28
12970,24
12971,10
12972,16
12973,10
12974,2
12975,22
12976,16
12977,27
12978,28
12979,16
12980,5
12981,4
12982,5
12983,10
12984,33
12985,24
12986,24
12987,31
12988,28
12989,28
119839,5
13370,26
13424,10
13464,9
13480,28
13552,16
13565,23
13573,8
13603,24
13604,2
13620,28
13628,2
13667,8
13676,2
13677,24
13678,16
13679,24
13680,14
13681,10
13682,26
13683,24
13685,4
13686,31
13687,24
13688,28
13689,28
13690,8
13691,27
13692,24
13693,28
13694,26
13695,16
13696,8
13697,19
13698,27
13699,28
13700,16
13701,16
13702,16
13703,24
13704,16
13705,16
13706,16
13707,16
13709,16
13710,0
13711,10
13712,16
13713,8
13714,20
13715,16
13716,28
13717,34
13718,28
13719,28
13720,16
13721,28
13722,24
13723,16
13724,8
13725,26
13726,28
13727,28
13728,28
13729,26
13730,28
13731,28
13732,9
13733,16
13734,27
13735,16
13736,24
13737,32
13738,28
13739,25
13740,24
13741,16
13742,16
13744,24
13745,28
13746,4
13747,25
13748,16
13749,16
13750,10
13751,20
13752,16
13753,16
13755,16
13756,23
13757,16
13758,24
13759,28
13760,28
13761,27
13762,34
13763,23
13764,4
13765,24
13766,16
13774,27
13784,28
13798,24
13812,24
13825,16
13836,24
13853,24
13854,24
13873,16
13874,6
13883,16
13896,27
13906,27
13929,24
13944,24
13951,8
13957,28
13962,9
13964,4
13991,31
13993,28
13998,34
14002,24
14003,2
14011,16
14025,5
14035,28
14039,10
14040,24
14041,4
14042,28
14043,28
14044,24
14045,28
14046,8
14047,8
14049,26
14050,31
14051,22
14052,10
14053,2
14054,28
14058,4
14059,19
14060,2
14061,2
14062,31
14063,31
14064,28
14065,24
14066,24
14067,34
14068,28
14069,16
14070,24
14071,10
14072,24
14073,24
14074,28
14075,28
14076,24
14077,26
14078,9
14079,26
14080,2
14081,28
14082,31
14083,27
14084,26
14085,16
14086,16
14087,28
14088,24
14089,24
14090,24
14091,24
14092,28
14093,32
14094,34
14095,28
14096,28
14097,20
14098,28
14099,24
14100,16
14101,8
14102,31
14103,28
14104,16
14106,24
14107,28
14108,31
14109,10
14110,10
14111,9
14112,28
14113,10
14114,16
14115,5
14116,28
14117,10
14118,26
14119,10
14120,28
14121,28
14122,28
14123,31
14124,28
14125,9
14126,28
14127,28
14128,28
14129,33
14130,24
14131,4
14132,10
14133,10
14134,10
14135,16
14136,24
14137,16
14138,31
14139,28
14140,31
14141,16
14142,4
14143,3
14144,24
14145,4
14146,34
14147,31
14148,28
14149,9
14150,9
14151,8
14152,28
14153,28
14154,16
14155,19
14156,24
14157,4
14158,16
14159,24
14160,16
14161,24
14162,16
14163,26
14164,24
14165,34
14166,34
14167,16
14168,28
14169,27
14170,16
14171,16
14172,16
14173,16
14174,16
14175,28
14176,24
14177,16
14178,5
14179,27
14180,16
14181,16
14182,28
14183,3
14184,16
14185,5
14186,16
14187,24
14188,16
14189,16
14190,4
14191,23
14192,24
14193,16
14194,8
14195,26
14196,16
14198,16
14199,16
14200,24
14201,24
14202,9
14203,24
14204,16
14205,16
14207,16
14208,24
14209,16
14210,24
14211,24
14212,16
14213,24
14214,27
14215,4
14216,16
14217,16
14218,24
14219,16
14220,24
14221,2
14222,16
14223,24
14224,24
14225,10
14226,24
14227,31
14228,24
14229,8
14230,2
14231,24
14232,27
14233,16
14234,4
14235,24
14236,24
14237,16
14238,16
14239,34
14240,24
14241,27
14242,27
14243,24
14244,24
14245,16
14246,8
14247,16
14248,24
14249,16
14250,16
14251,28
14252,24
14253,24
14254,24
14277,24
120112,28
120113,24
120114,28
120115,24
120116,16
120117,19
120118,5
120119,16
120123,2
120124,24
120125,33
120130,2
120131,31
120132,27
120133,25
120134,28
14587,2
120135,24
120136,20
120137,9
120138,26
120139,24
120140,28
120141,24
120143,24
120144,16
120145,28
120146,10
120147,24
120148,26
120149,19
120150,16
14658,28
120151,16
120152,8
120153,24
120154,16
120155,8
120156,5
120157,10
120160,4
120161,16
120162,24
120165,10
120166,27
120167,5
120168,31
120169,24
120171,24
120172,16
14774,16
14775,5
120173,16
120174,27
120175,8
120176,23
120177,2
120178,24
14808,16
14816,28
120180,16
120182,31
120183,9
14835,19
120184,24
14843,27
120186,20
120187,10
120188,5
120189,28
14862,24
120190,13
120191,16
14869,16
120192,33
120193,10
14878,16
14879,16
120194,34
14881,13
14882,16
14883,24
14884,24
14885,16
14886,24
14887,19
14888,16
14889,10
14890,24
14891,31
14892,16
14893,4
14894,24
120197,23
14895,28
14896,16
14897,5
120198,28
14898,16
14899,24
14900,24
14901,10
14902,16
120199,19
14903,28
14904,18
14905,27
14906,28
14907,16
14908,6
14909,16
120200,24
14910,10
14911,10
14912,10
14913,16
14914,8
14915,24
14916,28
14917,19
14918,5
14919,24
14920,16
14921,16
14922,16
14923,16
14924,2
14925,26
14926,16
14927,4
120202,3
120203,28
14928,28
14929,19
14930,5
14931,4
14932,28
14933,8
14934,16
14935,26
14936,10
14937,16
120205,24
14939,24
14940,24
14942,24
14943,28
14944,24
14945,16
14946,28
14947,20
14948,6
120206,16
14950,24
14951,24
14952,24
120207,34
14953,24
14954,24
14955,31
14956,24
14957,26
120208,33
14959,22
14960,28
14961,16
14962,7
14963,9
120209,9
120210,2
14964,24
14965,16
14966,28
14967,2
14968,32
120211,22
14969,31
14970,2
14971,2
14972,28
14973,32
120213,24
14974,31
14975,28
120214,19
120215,34
120216,8
120217,24
120218,34
120219,28
120221,24
15020,2
120222,16
120223,16
120224,27
15034,8
120225,24
120226,16
15043,26
15045,8
120227,24
120228,22
15052,8
120229,16
120230,24
120231,24
15066,28
120232,10
120233,9
120234,16
15083,8
15084,16
15087,24
120235,10
120236,16
120237,33
15101,9
120238,26
120239,10
120240,10
120241,2
120242,24
120243,16
120244,16
120245,27
120246,24
120247,16
15150,16
120248,24
120249,16
15160,10
120250,16
120251,27
120252,16
120253,16
15175,2
15178,23
120256,16
15194,24
120258,16
120259,16
120260,16
120261,24
120262,16
120263,23
15231,9
120264,27
15244,13
15252,23
15257,24
15258,28
120269,16
15264,20
120270,16
15272,24
15276,24
15280,2
15281,16
15282,5
15283,24
15284,16
15285,16
15286,4
15287,33
15288,24
15290,24
15291,16
15292,8
15293,26
15294,24
15295,24
15296,16
15297,16
15298,25
15299,16
15300,24
15301,24
15302,16
15303,8
15304,8
15305,24
15307,18
15308,4
15309,24
15310,10
15311,16
15312,16
15313,5
15314,16
15315,5
15317,8
15318,24
15319,10
15320,9
15321,16
15322,24
15323,28
15324,16
15325,24
15326,31
15327,16
15329,6
15330,24
15331,24
15332,16
15333,16
15335,24
15336,24
15337,25
15338,22
15339,32
15340,16
15341,26
15342,9
15343,16
15344,20
15345,28
15346,16
15347,24
15348,24
15349,24
15350,24
15351,24
15352,16
15353,26
15354,16
15355,26
15356,27
15357,16
15358,24
15359,27
15360,5
15361,27
15362,27
15363,5
15364,24
15365,26
15366,2
15367,26
15368,16
15369,28
15370,24
15371,31
15372,24
15373,5
15374,28
15375,28
15376,16
15377,16
15378,10
15379,4
15380,4
15381,28
15382,28
15383,2
15384,28
15385,28
15386,28
15387,24
15388,24
15389,28
15390,23
15391,28
15392,31
15393,24
15394,26
15395,28
15396,28
15397,2
15398,28
15399,10
15400,8
15401,32
15402,33
15403,10
15404,28
15405,23
15406,8
15407,28
15408,2
15409,10
15410,2
15411,9
15412,8
15414,24
15415,28
15416,10
15417,28
15419,2
15420,28
15421,4
15422,31
15423,18
15424,28
15425,19
15426,2
15427,5
15428,23
15429,28
15430,28
15431,28
15432,28
15433,33
15434,24
15435,24
15436,24
15437,24
15438,23
15439,2
15440,28
15441,3
15442,23
15443,24
15444,32
15445,9
15446,28
15447,28
15448,8
15449,28
15450,24
15451,4
15452,32
15453,26
15454,24
15455,23
15456,27
15457,33
15458,20
15459,4
15460,9
15461,28
15462,10
15463,26
15464,23
15465,24
15466,16
15467,24
15468,16
15469,5
15470,5
15471,24
15472,2
15473,19
15474,28
15475,28
15476,13
15477,10
15478,8
15479,34
15480,13
15481,19
15482,4
15483,28
15484,23
15485,28
15486,28
15487,34
15488,2
15489,18
15490,19
15491,4
15492,28
15493,24
15494,5
15495,26
15496,23
15497,28
15498,28
15499,4
15500,16
15501,28
15502,9
15503,16
15504,31
15505,28
15506,33
15507,28
15508,19
15839,16
15915,10
16036,16
16052,26
16064,28
16066,4
16098,28
16099,4
16107,8
16108,20
16109,31
16110,32
16112,31
16113,16
16114,8
16115,27
16116,2
16117,16
16118,16
16119,28
16120,10
16121,5
16122,16
16123,31
16124,4
16125,20
16126,24
16127,16
16128,27
16129,10
16130,24
16131,28
16132,32
16133,31
16134,19
16135,26
16136,16
16137,28
16138,9
16139,10
16141,31
16142,26
16143,28
16144,28
16145,31
16146,5
16147,16
16148,24
16149,24
16150,8
16151,9
16152,10
16153,14
16154,31
16155,16
16156,24
16157,16
16158,28
16159,2
122579,8
16160,28
16161,2
16162,4
16163,20
16164,33
16165,19
16166,31
16167,16
16168,16
16169,28
16170,26
16171,34
16172,9
16173,26
16174,5
16175,31
16176,5
16177,10
16178,26
16179,24
16180,24
16181,8
16182,28
16183,16
16184,10
16185,28
16186,10
16187,2
16188,3
16189,26
16190,16
16191,24
16192,24
16193,16
16194,16
16195,2
16196,10
16197,24
16198,24
16224,28
16225,2
16236,27
16237,4
16260,16
16267,24
16270,16
16278,16
16296,27
16300,16
16307,27
16311,16
16316,16
16324,16
16352,16
16360,4
16369,24
16374,28
16418,10
16424,28
16459,4
16462,4
16463,24
16464,28
16465,19
16466,10
16468,10
16469,24
16470,16
16471,28
16472,5
16473,28
50241,2
16475,28
16476,28
16477,28
16478,20
16479,2
16480,28
16482,8
16483,34
16484,26
16485,8
16486,5
16487,5
16488,28
16489,28
16490,10
16492,18
16493,9
16494,28
16497,28
16498,28
16499,28
16500,2
16501,28
16502,28
16503,20
16504,24
16505,10
16506,16
16507,4
16508,4
16509,16
16510,33
16511,34
16512,2
16513,32
16514,26
16515,19
16516,5
16517,8
16518,28
16519,24
16520,16
16521,28
16522,28
16523,33
16524,28
16525,2
16526,10
16527,27
16528,28
16529,23
16530,4
16531,24
16532,10
16533,28
16534,2
16535,33
50256,10
16537,28
16538,5
16539,2
16540,31
16541,2
16542,32
16543,28
16544,28
16545,24
16546,31
16547,28
16548,4
16549,19
16550,8
16551,2
16552,9
16553,28
16554,16
16555,16
16556,28
16557,26
16558,33
16559,9
16560,8
16561,22
16562,24
16563,28
16564,8
16565,2
16566,28
16567,33
16568,26
16569,28
16570,34
16571,2
16572,28
16573,26
16574,26
16575,19
16576,16
16577,26
16578,5
16579,28
16580,28
16581,27
16582,16
16583,9
16584,10
16585,28
16586,16
16587,28
16588,23
16589,27
16590,16
16591,8
16592,16
16593,4
16594,26
16595,5
16596,4
16597,0
16598,24
16599,5
16600,26
16601,16
16602,16
16603,24
16604,8
16605,24
16606,2
16607,24
16608,16
16609,16
16610,5
16611,24
16612,19
16613,24
16614,20
16615,33
16616,10
16617,24
16619,24
16620,27
16621,26
16622,4
16623,10
16624,24
16625,24
16626,16
16627,24
16628,27
16629,24
16630,6
16631,24
16632,16
16633,24
16634,2
16635,24
16636,24
16637,24
16638,8
16639,4
16640,24
16641,16
16642,4
16643,26
16644,16
16645,4
16646,24
16647,28
16648,34
16649,28
16650,26
16651,28
16652,13
16653,16
16654,20
16655,28
16656,16
16657,24
16658,26
16659,24
16660,26
16661,27
16662,24
16663,16
16664,28
16665,16
16666,26
16667,16
16668,28
16669,24
16670,24
16671,31
16672,28
16673,16
16674,16
16675,31
16676,24
16677,5
16678,16
16679,16
16680,19
16681,10
16682,24
16683,5
16684,24
16685,24
16686,19
17132,4
17138,33
17147,24
17152,5
17198,24
17240,16
17241,16
17249,16
17251,28
17253,16
17269,24
17287,27
17295,28
17300,16
17301,24
17302,24
17303,16
17304,24
17305,16
17306,1
17307,16
17308,24
17309,27
17310,24
17311,24
17313,16
17314,2
17315,16
17317,16
17318,24
17319,16
17320,24
17321,32
17322,27
17323,28
17324,16
17325,16
17326,16
17327,24
17328,10
17329,24
17330,16
17331,24
17332,24
17333,4
17334,16
17335,13
17336,28
17338,10
17339,24
17340,24
17341,27
17342,10
17343,24
17344,28
17345,24
17346,24
17347,24
17348,16
17349,24
17350,16
17351,24
17352,10
17353,4
17354,24
17355,23
17356,5
17357,28
17358,16
17360,26
17361,24
17362,16
17363,5
17364,28
17365,8
17366,28
17367,24
17368,24
17369,6
17370,6
17371,8
17372,24
17373,27
17374,24
17375,24
17376,24
17377,10
17378,8
17379,16
17380,10
17381,28
17382,24
17383,24
17384,24
17385,16
17386,4
17387,24
17388,16
17389,3
17390,16
17391,16
17392,28
17393,10
17394,16
17395,24
17396,16
17397,16
17398,16
17399,4
17417,28
17428,16
17443,28
17445,28
17448,23
17475,2
17484,24
17493,28
17494,28
17520,19
17527,28
17530,26
17541,9
17577,8
17578,24
17593,24
17601,27
17639,16
17644,2
17652,10
17676,16
17677,4
17678,8
17680,27
17681,24
17682,0
17683,9
17684,2
17685,16
17686,28
17687,34
17688,31
17689,8
17690,28
17691,24
17692,33
17694,16
17695,24
17696,16
17697,24
17698,16
17699,28
17700,34
17701,10
17702,24
17703,28
17704,24
17705,2
17706,20
17707,16
17708,8
17709,28
17710,28
17711,24
17712,24
17713,27
17714,24
17715,16
17716,32
17717,2
17718,24
17719,24
17720,8
17721,9
17722,16
17724,8
17725,5
17726,24
17727,4
17728,24
17729,10
17730,16
17731,28
17732,10
17733,5
17734,16
17735,5
17736,26
17737,16
17738,10
17739,24
17740,4
17741,10
17742,24
17743,28
17744,24
17745,16
17747,8
17749,24
17750,16
17751,5
17752,4
17753,16
17754,3
17755,16
17756,2
17757,16
17758,19
17759,16
17760,24
17761,16
17762,24
17763,19
17764,28
17765,4
17766,24
17767,9
17768,20
17769,4
17770,19
17771,24
17772,10
17773,28
17774,16
17775,26
17776,33
17777,23
17778,16
17779,10
17780,24
17781,31
17782,16
17783,27
17784,23
17785,10
17786,16
17787,31
17788,16
17789,26
17790,16
17792,4
17793,24
17794,16
17796,19
17797,23
17798,16
17799,23
17800,16
17801,28
17802,24
17803,16
17804,28
17805,28
17806,16
17807,33
17808,16
17809,16
17810,5
17811,24
17812,28
17813,24
17815,28
17816,24
17817,16
17818,28
17819,24
17820,16
17821,5
17822,4
17823,16
17824,24
17825,23
17826,24
17827,26
17828,8
17829,8
17830,16
17831,28
17832,6
17833,16
17834,16
17835,24
17836,24
17837,27
17838,8
17839,24
17840,28
17841,5
17842,28
17843,4
17844,16
17845,16
17846,16
17847,32
17848,27
17849,28
17850,24
17851,24
17852,3
17853,22
17854,26
17855,4
17856,28
17857,16
17858,26
17859,2
17860,19
17861,19
17862,16
17863,3
17864,16
17865,16
17866,24
17867,24
17868,8
17869,19
18227,32
18367,8
18372,16
18373,24
18411,24
18427,24
18455,28
18459,23
18481,8
18486,24
18488,26
18489,10
18490,16
18492,31
18493,4
18494,28
18495,5
18496,9
18497,28
18498,6
18499,28
18500,20
18501,16
18502,24
18504,16
18505,10
18507,14
18508,26
18509,19
18510,24
18511,23
18512,9
18514,13
18515,16
18516,5
18517,28
18518,34
18519,28
18520,28
18521,24
18522,8
18523,28
18524,20
18525,26
18526,24
18527,24
18528,2
18529,2
18530,4
18531,3
18532,26
18533,28
18534,5
18535,28
18537,33
18538,28
18539,23
18540,23
18541,16
18542,28
18543,8
18544,4
18545,8
18546,28
18547,5
18548,28
18549,25
18550,24
18551,5
18552,26
18553,28
18554,2
18555,28
18556,9
18557,28
18558,28
18559,28
18560,8
18561,4
18562,28
18563,32
18564,9
18565,2
18566,19
18567,28
18568,26
18569,22
18570,28
18571,24
18572,24
18575,19
18584,28
18585,28
18596,16
18599,10
18600,28
120947,24
18610,28
120948,16
18616,28
120949,27
18634,28
18637,16
120953,16
18641,27
120955,16
120957,4
18659,28
120959,8
120960,16
120961,16
18679,31
18680,28
18684,28
120963,16
18690,24
120964,24
120965,24
120966,16
18703,2
120967,16
18712,24
18719,2
18725,27
120971,2
18731,16
120972,16
120973,24
120975,24
120976,27
120977,16
18757,9
120978,24
120979,24
18766,27
18769,24
120980,16
120981,24
120982,26
120983,10
120984,28
18794,16
120985,27
120986,5
120987,28
18806,24
120988,27
120989,16
18814,24
18818,24
18820,6
18821,34
18822,16
18823,16
18824,16
18825,31
18826,4
18827,24
18828,24
18829,28
18830,28
18831,16
18832,10
120992,28
18833,16
18835,28
18836,5
120993,24
18837,16
18838,24
18839,16
18840,2
18841,24
18842,24
120994,27
18844,28
18845,16
18846,4
18847,16
18848,24
18849,31
18850,19
18851,28
18852,24
18853,28
18854,16
120997,8
18855,28
18856,16
18857,16
18858,16
18859,24
18860,28
18861,24
120998,16
18863,24
18864,16
18865,5
18866,16
18867,8
18868,2
120999,19
18869,24
121000,16
18871,10
18872,2
18873,16
18874,2
18875,19
18876,23
18877,22
18878,2
18879,16
18880,28
18881,16
18882,16
18883,24
18884,28
18885,24
18886,24
18887,27
18888,5
18889,28
18890,31
18891,24
18892,28
18893,5
18894,8
18895,24
18896,16
18897,8
18898,5
18899,16
18900,16
121005,16
18901,16
18902,5
18903,16
18904,2
18905,4
18906,5
18907,24
18908,34
18909,27
18910,16
18911,24
18912,24
18913,24
18914,4
18915,18
18916,16
18917,16
18918,16
18919,23
18920,16
18921,28
18922,4
18923,24
18924,34
18925,16
18926,16
18927,16
18928,5
18929,16
121010,16
18930,27
18931,16
18932,16
18933,9
121011,24
18934,4
18935,16
121012,23
18936,5
18937,16
18938,24
18939,9
18940,16
18941,20
18942,16
18943,16
18944,2
121014,28
18945,16
18946,16
18947,24
18948,16
18949,16
18950,2
18951,26
18952,24
18953,16
121016,24
18954,16
18955,13
18956,16
18957,31
18958,22
18959,16
18960,24
18961,16
18962,16
18963,16
18964,24
18965,24
18966,4
18967,16
18968,28
18969,33
121018,16
18971,24
121019,24
18973,28
18974,10
121020,5
18976,6
18977,32
18978,28
18979,28
18980,24
18981,24
121021,23
121022,16
18982,24
18983,23
18984,28
121023,19
18986,24
18987,19
18988,16
18989,28
18990,24
18991,24
18992,28
18993,0
18994,16
121024,5
18995,34
18996,26
18997,28
121025,16
18998,24
121026,16
18999,16
19000,24
19001,24
19002,16
19003,31
19004,27
19005,24
19006,34
19007,28
19008,24
19009,16
19010,5
19011,16
121029,16
19012,19
19013,16
19014,24
19015,16
19016,24
19017,4
19018,16
19019,24
19020,28
19021,24
19022,32
19023,24
19024,16
19025,24
19026,16
19027,16
19028,24
19029,24
19030,16
19031,27
19032,24
19033,24
19034,24
19035,10
19036,24
19037,16
19304,24
19374,24
19516,28
19574,28
19580,16
19587,28
19593,28
19601,28
19613,31
19614,32
19631,23
19634,2
19635,16
19653,16
19654,26
19656,28
19657,28
19658,27
19659,32
19660,24
19661,28
19662,16
19663,23
19664,4
19665,28
19666,9
19667,2
19668,27
19669,28
19670,16
19671,5
19672,24
19673,16
19674,24
19675,26
19676,22
19677,26
19678,10
19679,8
19680,28
19681,28
19682,16
19683,31
19684,4
19685,28
19686,4
19687,16
19689,16
19690,20
19691,23
19692,16
19693,27
19694,10
19695,16
19696,28
19697,32
19698,31
19699,4
19700,28
19701,16
19702,28
19703,28
19704,8
19705,24
19706,24
19707,8
19708,5
19709,24
19710,16
19711,16
19712,24
19713,8
19714,2
19715,24
19716,26
19717,4
19718,28
19719,5
19720,25
19721,5
19722,16
19723,8
19724,27
19725,24
19726,10
19727,2
19728,16
19729,28
19730,8
19731,23
19732,28
19733,16
19734,2
19735,20
19736,6
19743,16
19746,24
19765,24
19785,16
19788,16
19789,16
19799,24
19812,27
19819,26
19830,24
19836,28
19846,24
19857,28
19860,2
19866,4
19873,13
19880,24
19890,24
19892,27
19918,24
19925,16
19938,28
19958,24
19959,28
19966,16
19987,24
20002,16
20005,6
20006,24
20008,28
20009,16
20010,19
20011,26
20012,28
20013,28
20014,24
20015,4
20016,24
20017,28
20018,28
20019,24
20020,16
20021,24
20023,16
20024,6
20027,28
20028,24
20029,16
20030,2
20031,16
20032,4
20033,8
20035,4
20036,28
20037,33
20038,24
20039,16
20040,16
20041,16
20042,28
20043,24
20044,4
20045,2
20046,23
20048,24
20049,16
20050,28
20051,27
20052,2
20053,19
20054,23
20055,16
20056,10
20057,19
20058,24
20059,28
20061,23
20062,24
20063,16
20064,5
20065,24
20066,28
20067,16
20068,16
20069,28
20070,31
20071,24
20072,24
20073,4
20074,16
20075,16
20076,24
20077,16
20078,24
20079,27
20080,28
20081,28
20082,16
20083,16
20084,26
20085,2
20086,24
20087,24
20088,16
20089,27
20090,16
20091,16
20092,28
20093,28
20094,24
20095,8
20096,5
20097,28
20098,16
20099,31
20100,13
20101,16
20102,4
20103,32
20104,28
20105,5
20106,8
20107,16
20108,27
20109,5
20110,31
20111,20
20112,28
20113,28
20114,10
20115,24
20116,5
20117,10
20118,16
20119,28
20120,16
20121,16
20122,24
20123,28
20124,31
20125,24
20127,4
20128,4
20129,5
20130,34
20131,28
20132,16
20133,28
20134,31
20135,16
20136,20
20137,26
20138,24
20139,16
20140,6
20141,20
20142,28
20143,28
20144,16
20145,24
20146,16
20147,24
20148,4
20149,10
20150,24
20151,16
20152,16
20153,28
20154,2
20155,16
20156,24
20157,24
20158,34
20159,16
20160,19
20161,16
20162,28
20163,9
20164,16
20165,16
20166,24
20167,28
20168,10
20169,24
20170,31
20171,31
20172,2
20173,24
20174,28
20175,10
20176,10
20177,4
20178,31
20179,16
20180,24
20181,10
20182,34
20183,16
20184,24
20185,24
20186,28
20187,8
20188,16
20189,27
20190,10
20191,16
20192,31
20193,22
20194,28
20195,27
20196,8
20197,23
20198,33
20199,19
20200,16
20201,4
20202,32
20203,10
20204,10
20205,16
20206,28
20207,28
20208,9
20209,9
20210,16
20211,28
20212,28
20213,19
20214,32
20215,28
20216,16
20217,16
20218,8
20219,27
20220,14
20221,14
20222,5
121264,22
121265,22
121266,27
121267,24
121269,28
121270,2
121271,27
121273,9
121279,16
121280,28
121281,26
121282,10
121283,9
121284,0
121286,16
121287,16
121288,26
121289,16
121291,24
121292,31
121293,2
121294,28
121296,22
121297,26
121298,24
121299,27
121300,31
121301,8
121302,10
121303,24
121305,24
121306,23
121307,24
121308,8
121309,16
121310,16
121312,16
121313,16
121314,24
121315,23
121316,24
121318,24
121319,24
121320,24
121321,28
121322,28
121323,10
121324,16
121325,24
121326,4
121327,16
121328,24
121329,32
121330,4
121331,24
121332,16
121333,10
121334,16
121335,10
121336,10
121337,16
121338,16
121339,16
121340,10
121341,24
121342,16
20630,10
121343,27
121344,28
121345,5
121346,26
121347,28
121349,27
121350,24
121351,27
121352,24
121353,4
121354,16
20692,4
121355,16
121356,24
121358,4
121359,16
121360,16
121361,24
121362,8
121364,24
121365,16
121366,16
121367,2
20763,16
121368,16
20768,8
121369,16
121370,16
121371,5
121372,16
121374,27
121375,24
121376,24
121377,23
121378,24
121379,16
121380,24
121381,25
121382,28
121383,4
121384,27
121385,24
121386,16
20856,31
121387,24
20860,24
121388,16
20863,16
20865,9
20866,31
20867,24
20868,16
20869,24
20870,27
121389,24
20871,16
20872,19
121390,20
20873,20
20874,10
20875,24
20876,31
20879,24
20880,16
20881,23
20883,8
20884,20
20885,2
121393,24
20886,24
20887,28
121394,8
20888,28
20889,24
20890,16
20891,28
20892,16
20893,16
20894,4
20895,16
121396,24
20896,8
20897,24
20898,5
20899,26
20900,4
20901,28
20902,26
20903,24
20904,24
121398,10
20905,2
20906,28
20907,34
20908,24
20909,16
20910,24
20911,23
20912,16
20913,5
20914,16
20915,16
20916,16
20917,31
20918,8
20919,4
20920,16
20921,10
20922,26
20923,5
121401,28
20924,8
20926,26
20927,16
20928,28
121402,16
20930,20
20931,24
20932,24
20933,16
121403,24
20934,4
20935,24
20936,5
20937,26
20938,24
20939,22
20940,34
20941,32
20942,20
20943,24
20944,24
20945,16
20946,4
121405,16
20947,24
20948,16
20949,16
20950,16
20951,24
20952,5
20953,27
20954,13
20955,16
121408,24
20956,28
121407,24
20957,24
20958,24
20959,24
121409,24
20960,16
20961,16
20962,16
20963,16
20964,8
20965,16
20966,4
20967,16
121410,5
20968,28
20969,24
20970,16
20972,24
121412,16
121413,24
121414,4
121415,16
121416,24
121417,24
121418,28
121419,16
121420,16
121421,10
21011,24
121422,24
121423,28
21026,2
121425,25
121426,27
21040,2
121427,28
121428,16
21047,16
121429,16
21054,16
21068,2
121431,24
121432,18
121433,28
21078,26
121434,8
121435,2
121436,28
21099,5
21104,10
121438,16
21109,10
121439,28
21118,24
121440,24
21121,31
121441,8
121442,4
121443,16
121444,24
121445,3
121446,16
121448,24
121449,16
121450,28
121451,22
121452,24
21176,20
21177,16
21178,10
121453,24
121454,4
21188,2
121455,24
21193,16
21195,32
21196,28
121456,19
121457,16
21204,27
21211,2
121459,24
121460,16
121461,24
121462,24
121463,24
21232,24
121464,4
21233,2
21235,24
21236,28
21237,24
21238,2
121465,16
21240,10
21241,28
21242,28
21243,5
21244,4
21245,20
21246,28
21247,24
21248,9
21249,16
21250,16
121466,20
21252,16
21254,16
21255,16
21256,32
21257,16
21258,28
21259,31
121467,16
21261,22
21262,28
21263,26
21264,13
21265,28
21266,31
21267,28
21268,9
21270,28
21271,2
21272,28
21273,27
21274,24
21275,20
21276,31
21277,26
21278,28
21279,16
21280,24
21281,24
21282,10
21283,33
21284,10
21285,28
21286,8
21287,5
21288,28
